image_id,file,split,individual_id,ground_truth_species,original_organ_category,original_organ_detail,original_subview,normalized_organ
kirchoff/em2342,kirchoff_em2342.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2343,kirchoff_em2343.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2352,kirchoff_em2352.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2353,kirchoff_em2353.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2354,kirchoff_em2354.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2355,kirchoff_em2355.jpg,test,ind-kirchoff/mason19,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2344,kirchoff_em2344.jpg,test,ind-kirchoff/mason19,Quercus palustris,twig,twig,orientation of petioles,twig
kirchoff/em2338,kirchoff_em2338.jpg,test,ind-kirchoff/mason19,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2563,kirchoff_em2563.jpg,validation,ind-kirchoff/mason24,Quercus palustris,bark,bark,of a large tree,bark
kirchoff/em2564,kirchoff_em2564.jpg,validation,ind-kirchoff/mason24,Quercus palustris,bark,bark,of a large tree,bark
kirchoff/em2577,kirchoff_em2577.jpg,validation,ind-kirchoff/mason24,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
kirchoff/em2579,kirchoff_em2579.jpg,validation,ind-kirchoff/mason24,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
kirchoff/em2576,kirchoff_em2576.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2566,kirchoff_em2566.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2571,kirchoff_em2571.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2572,kirchoff_em2572.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2573,kirchoff_em2573.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2574,kirchoff_em2574.jpg,validation,ind-kirchoff/mason24,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2570,kirchoff_em2570.jpg,validation,ind-kirchoff/mason24,Quercus palustris,twig,twig,orientation of petioles,twig
kirchoff/em2559,kirchoff_em2559.jpg,validation,ind-kirchoff/mason24,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2561,kirchoff_em2561.jpg,validation,ind-kirchoff/mason24,Quercus palustris,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
kirchoff/em2562,kirchoff_em2562.jpg,validation,ind-kirchoff/mason24,Quercus palustris,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
kirchoff/em2584,kirchoff_em2584.jpg,train,ind-kirchoff/mason25,Quercus palustris,bark,bark,of a large tree,bark
kirchoff/em2585,kirchoff_em2585.jpg,train,ind-kirchoff/mason25,Quercus palustris,bark,bark,of a large tree,bark
kirchoff/em2593,kirchoff_em2593.jpg,train,ind-kirchoff/mason25,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
kirchoff/em2596,kirchoff_em2596.jpg,train,ind-kirchoff/mason25,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
kirchoff/em2603,kirchoff_em2603.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2587,kirchoff_em2587.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2597,kirchoff_em2597.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2598,kirchoff_em2598.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2599,kirchoff_em2599.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2600,kirchoff_em2600.jpg,train,ind-kirchoff/mason25,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2590,kirchoff_em2590.jpg,train,ind-kirchoff/mason25,Quercus palustris,twig,twig,orientation of petioles,twig
kirchoff/em2581,kirchoff_em2581.jpg,train,ind-kirchoff/mason25,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2583,kirchoff_em2583.jpg,train,ind-kirchoff/mason25,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2607,kirchoff_em2607.jpg,train,ind-kirchoff/mason26,Quercus palustris,bark,bark,of a large tree,bark
kirchoff/em2616,kirchoff_em2616.jpg,train,ind-kirchoff/mason26,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
kirchoff/em2621,kirchoff_em2621.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2623,kirchoff_em2623.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2610,kirchoff_em2610.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2618,kirchoff_em2618.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2619,kirchoff_em2619.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2620,kirchoff_em2620.jpg,train,ind-kirchoff/mason26,Quercus palustris,leaf,leaf,whole upper surface,leaf
kirchoff/em2613,kirchoff_em2613.jpg,train,ind-kirchoff/mason26,Quercus palustris,twig,twig,orientation of petioles,twig
kirchoff/em2604,kirchoff_em2604.jpg,train,ind-kirchoff/mason26,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2605,kirchoff_em2605.jpg,train,ind-kirchoff/mason26,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/50985,baskauf_50985.jpg,train,vanderbilt/12-76,Quercus palustris,inflorescence,inflorescence,whole - female,inflorescence
baskauf/50987,baskauf_50987.jpg,train,vanderbilt/12-76,Quercus palustris,inflorescence,inflorescence,whole - male,inflorescence
baskauf/50988,baskauf_50988.jpg,train,vanderbilt/12-76,Quercus palustris,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15991,baskauf_15991.jpg,train,vanderbilt/12-76,Quercus palustris,fruit,fruit,lateral or general close-up,fruit
baskauf/52472,baskauf_52472.jpg,train,vanderbilt/12-76,Quercus palustris,leaf,leaf,margin of upper + lower surface,leaf
baskauf/15994,baskauf_15994.jpg,train,vanderbilt/12-76,Quercus palustris,twig,twig,orientation of petioles,twig
baskauf/91133,baskauf_91133.jpg,train,vanderbilt/12-76,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12625,baskauf_12625.jpg,train,vanderbilt/12-76,Quercus palustris,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/19319,baskauf_19319.jpg,train,ind-baskauf/19299,Quercus palustris,inflorescence,inflorescence,whole - male,inflorescence
baskauf/19311,baskauf_19311.jpg,train,ind-baskauf/19299,Quercus palustris,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/90701,baskauf_90701.jpg,train,vanderbilt/12-215,Quercus palustris,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15823,baskauf_15823.jpg,train,ind-baskauf/15823,Quercus palustris,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/15827,baskauf_15827.jpg,train,ind-baskauf/15827,Quercus palustris,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/10499,baskauf_10499.jpg,train,vanderbilt/15-227,Quercus rubra,bark,bark,of a large tree,bark
baskauf/13118,baskauf_13118.jpg,train,vanderbilt/15-227,Quercus rubra,bark,bark,of a large tree,bark
baskauf/18093,baskauf_18093.jpg,train,vanderbilt/15-227,Quercus rubra,inflorescence,inflorescence,whole - female,inflorescence
baskauf/18096,baskauf_18096.jpg,train,vanderbilt/15-227,Quercus rubra,inflorescence,inflorescence,whole - female,inflorescence
baskauf/10498,baskauf_10498.jpg,train,vanderbilt/15-227,Quercus rubra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/18084,baskauf_18084.jpg,train,vanderbilt/15-227,Quercus rubra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/15999,baskauf_15999.jpg,train,vanderbilt/15-227,Quercus rubra,fruit,fruit,lateral or general close-up,fruit
baskauf/13113,baskauf_13113.jpg,train,vanderbilt/15-227,Quercus rubra,leaf,leaf,showing orientation on twig,leaf
baskauf/13127,baskauf_13127.jpg,train,vanderbilt/15-227,Quercus rubra,leaf,leaf,showing orientation on twig,leaf
baskauf/13145,baskauf_13145.jpg,train,vanderbilt/15-227,Quercus rubra,leaf,leaf,unspecified,leaf
baskauf/13151,baskauf_13151.jpg,train,vanderbilt/15-227,Quercus rubra,leaf,leaf,unspecified,leaf
baskauf/13132,baskauf_13132.jpg,train,vanderbilt/15-227,Quercus rubra,leaf,leaf,whole upper surface,leaf
baskauf/13155,baskauf_13155.jpg,train,vanderbilt/15-227,Quercus rubra,twig,twig,close-up winter leaf scar/bud,twig
baskauf/13135,baskauf_13135.jpg,train,vanderbilt/15-227,Quercus rubra,twig,twig,orientation of petioles,twig
baskauf/90884,baskauf_90884.jpg,train,vanderbilt/15-227,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90889,baskauf_90889.jpg,train,vanderbilt/15-227,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/13122,baskauf_13122.jpg,train,vanderbilt/15-227,Quercus rubra,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/15732,baskauf_15732.jpg,train,ind-baskauf/15732,Quercus rubra,bark,bark,of a large tree,bark
kirchoff/em2393,kirchoff_em2393.jpg,train,ind-kirchoff/mason17,Quercus rubra,bark,bark,of a large tree,bark
kirchoff/em2394,kirchoff_em2394.jpg,train,ind-kirchoff/mason17,Quercus rubra,bark,bark,of a large tree,bark
kirchoff/em2408,kirchoff_em2408.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2409,kirchoff_em2409.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2396,kirchoff_em2396.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2403,kirchoff_em2403.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2404,kirchoff_em2404.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2405,kirchoff_em2405.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2406,kirchoff_em2406.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2407,kirchoff_em2407.jpg,train,ind-kirchoff/mason17,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2397,kirchoff_em2397.jpg,train,ind-kirchoff/mason17,Quercus rubra,twig,twig,orientation of petioles,twig
kirchoff/em2399,kirchoff_em2399.jpg,train,ind-kirchoff/mason17,Quercus rubra,twig,twig,orientation of petioles,twig
kirchoff/em2401,kirchoff_em2401.jpg,train,ind-kirchoff/mason17,Quercus rubra,twig,twig,orientation of petioles,twig
kirchoff/em2402,kirchoff_em2402.jpg,train,ind-kirchoff/mason17,Quercus rubra,twig,twig,orientation of petioles,twig
kirchoff/em2392,kirchoff_em2392.jpg,train,ind-kirchoff/mason17,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
kirchoff/em2413,kirchoff_em2413.jpg,validation,ind-kirchoff/mason21,Quercus rubra,bark,bark,of a large tree,bark
kirchoff/em2424,kirchoff_em2424.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,margin of upper + lower surface,leaf
kirchoff/em2414,kirchoff_em2414.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2415,kirchoff_em2415.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,showing orientation on twig,leaf
kirchoff/em2420,kirchoff_em2420.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2421,kirchoff_em2421.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2422,kirchoff_em2422.jpg,validation,ind-kirchoff/mason21,Quercus rubra,leaf,leaf,whole upper surface,leaf
kirchoff/em2418,kirchoff_em2418.jpg,validation,ind-kirchoff/mason21,Quercus rubra,twig,twig,orientation of petioles,twig
kirchoff/em2412,kirchoff_em2412.jpg,validation,ind-kirchoff/mason21,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/15643,baskauf_15643.jpg,test,vanderbilt/7-306,Quercus rubra,leaf,leaf,margin of upper + lower surface,leaf
baskauf/90969,baskauf_90969.jpg,test,vanderbilt/7-306,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90972,baskauf_90972.jpg,test,vanderbilt/7-306,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89376,baskauf_89376.jpg,test,vanderbilt/7-306,Quercus rubra,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/90696,baskauf_90696.jpg,train,ind-baskauf/90696,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90735,baskauf_90735.jpg,train,vanderbilt/12-112,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90737,baskauf_90737.jpg,train,vanderbilt/12-112,Quercus rubra,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/90815,baskauf_90815.jpg,train,vanderbilt/5-76,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90817,baskauf_90817.jpg,train,vanderbilt/5-76,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/90820,baskauf_90820.jpg,train,vanderbilt/5-76,Quercus rubra,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/91105,baskauf_91105.jpg,train,vanderbilt/12-6,Quercus rubra,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/11958,baskauf_11958.jpg,train,ind-baskauf/11958,Ginkgo biloba,bark,bark,of a large tree,bark
baskauf/11960,baskauf_11960.jpg,train,ind-baskauf/11958,Ginkgo biloba,bark,bark,of a medium tree or large branch,bark
ssmv/2-185-02,ssmv_2-185-02.jpg,train,vanderbilt/2-101,Ginkgo biloba,bark,bark,of a large tree,bark
ssmv/2-185-03,ssmv_2-185-03.jpg,train,vanderbilt/2-101,Ginkgo biloba,leaf,leaf,entire needle,leaf
baskauf/11304,baskauf_11304.jpg,train,vanderbilt/2-101,Ginkgo biloba,leaf,leaf,showing orientation on twig,leaf
ssmv/2-185-04,ssmv_2-185-04.jpg,train,vanderbilt/2-101,Ginkgo biloba,leaf,leaf,showing orientation on twig,leaf
baskauf/11301,baskauf_11301.jpg,train,vanderbilt/2-101,Ginkgo biloba,whole tree,whole tree,general,whole plant
ssmv/2-185-01,ssmv_2-185-01.jpg,train,vanderbilt/2-101,Ginkgo biloba,whole tree,whole tree,general,whole plant
baskauf/12307,baskauf_12307.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - closed,cone
baskauf/12309,baskauf_12309.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - closed,cone
baskauf/15598,baskauf_15598.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - closed,cone
baskauf/15604,baskauf_15604.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - mature open,cone
baskauf/19346,baskauf_19346.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - mature open,cone
baskauf/19354,baskauf_19354.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - receptive,cone
baskauf/19361,baskauf_19361.jpg,train,vanderbilt/12-63,Ginkgo biloba,cone,cone,female - receptive,cone
baskauf/15607,baskauf_15607.jpg,train,vanderbilt/12-63,Ginkgo biloba,twig,twig,showing attachment of needles,twig
baskauf/50745,baskauf_50745.jpg,validation,vanderbilt/4-214,Ginkgo biloba,cone,cone,female - receptive,cone
baskauf/50996,baskauf_50996.jpg,validation,vanderbilt/4-214,Ginkgo biloba,cone,cone,female - receptive,cone
baskauf/50998,baskauf_50998.jpg,validation,vanderbilt/4-214,Ginkgo biloba,cone,cone,female - receptive,cone
baskauf/91076,baskauf_91076.jpg,validation,vanderbilt/4-214,Ginkgo biloba,whole tree,whole tree,general,whole plant
baskauf/10554,baskauf_10554.jpg,test,vanderbilt/12-126,Ginkgo biloba,cone,cone,male,cone
baskauf/10556,baskauf_10556.jpg,test,vanderbilt/12-126,Ginkgo biloba,leaf,leaf,showing orientation on twig,leaf
baskauf/10502,baskauf_10502.jpg,test,vanderbilt/12-126,Ginkgo biloba,twig,twig,showing attachment of needles,twig
baskauf/10557,baskauf_10557.jpg,test,vanderbilt/12-126,Ginkgo biloba,twig,twig,showing attachment of needles,twig
baskauf/91126,baskauf_91126.jpg,test,vanderbilt/12-126,Ginkgo biloba,whole tree,whole tree,general,whole plant
baskauf/11176,baskauf_11176.jpg,train,ind-baskauf/11174,Ginkgo biloba,leaf,leaf,entire needle,leaf
baskauf/11174,baskauf_11174.jpg,train,ind-baskauf/11174,Ginkgo biloba,leaf,leaf,showing orientation on twig,leaf
baskauf/10693,baskauf_10693.jpg,train,vanderbilt/11-210,Aesculus glabra,bark,bark,of a large tree,bark
baskauf/10692,baskauf_10692.jpg,train,vanderbilt/11-210,Aesculus glabra,inflorescence,inflorescence,lateral view of flower,inflorescence
baskauf/10689,baskauf_10689.jpg,train,vanderbilt/11-210,Aesculus glabra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/10690,baskauf_10690.jpg,train,vanderbilt/11-210,Aesculus glabra,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/51420,baskauf_51420.jpg,train,vanderbilt/11-210,Aesculus glabra,fruit,fruit,immature,fruit
baskauf/11181,baskauf_11181.jpg,train,vanderbilt/11-210,Aesculus glabra,leaf,leaf,showing orientation on twig,leaf
baskauf/11182,baskauf_11182.jpg,train,vanderbilt/11-210,Aesculus glabra,leaf,leaf,whole upper surface,leaf
baskauf/15925,baskauf_15925.jpg,train,vanderbilt/11-210,Aesculus glabra,twig,twig,orientation of petioles,twig
baskauf/90876,baskauf_90876.jpg,train,vanderbilt/11-210,Aesculus glabra,whole tree (or vine),whole tree (or vine),general,whole plant
thomas/0014-01-07,thomas_0014-01-07.jpg,train,thomas/0014-01,Aesculus glabra,inflorescence,inflorescence,close-up of flower interior,inflorescence
thomas/0014-01-02,thomas_0014-01-02.jpg,train,thomas/0014-01,Aesculus glabra,inflorescence,inflorescence,lateral view of flower,inflorescence
thomas/0014-01-05,thomas_0014-01-05.jpg,train,thomas/0014-01,Aesculus glabra,inflorescence,inflorescence,lateral view of flower,inflorescence
thomas/0014-01-09,thomas_0014-01-09.jpg,train,thomas/0014-01,Aesculus glabra,inflorescence,inflorescence,lateral view of flower,inflorescence
thomas/0014-01-04,thomas_0014-01-04.jpg,train,thomas/0014-01,Aesculus glabra,inflorescence,inflorescence,whole - unspecified,inflorescence
thomas/0014-01-03,thomas_0014-01-03.jpg,train,thomas/0014-01,Aesculus glabra,leaf,leaf,whole upper surface,leaf
thomas/0014-01-08,thomas_0014-01-08.jpg,train,thomas/0014-01,Aesculus glabra,leaf,leaf,whole upper surface,leaf
thomas/0014-01-01,thomas_0014-01-01.jpg,train,thomas/0014-01,Aesculus glabra,whole tree (or vine),whole tree (or vine),general,whole plant
thomas/0014-01-06,thomas_0014-01-06.jpg,train,thomas/0014-01,Aesculus glabra,whole tree (or vine),whole tree (or vine),general,whole plant
thomas/0265-01-06,thomas_0265-01-06.jpg,validation,thomas/0265-01,Aesculus glabra,inflorescence,inflorescence,lateral view of flower,inflorescence
thomas/0265-01-04,thomas_0265-01-04.jpg,validation,thomas/0265-01,Aesculus glabra,leaf,leaf,showing orientation on twig,leaf
thomas/0265-01-01,thomas_0265-01-01.jpg,validation,thomas/0265-01,Aesculus glabra,leaf,leaf,whole upper surface,leaf
thomas/0265-01-05,thomas_0265-01-05.jpg,validation,thomas/0265-01,Aesculus glabra,leaf,leaf,whole upper surface,leaf
thomas/0265-01-02,thomas_0265-01-02.jpg,validation,thomas/0265-01,Aesculus glabra,twig,twig,close-up winter leaf scar/bud,twig
thomas/0265-01-03,thomas_0265-01-03.jpg,validation,thomas/0265-01,Aesculus glabra,twig,twig,orientation of petioles,twig
baskauf/39880,baskauf_39880.jpg,test,ind-baskauf/39879,Aesculus glabra,fruit,fruit,immature,fruit
baskauf/27896,baskauf_27896.jpg,train,ind-baskauf/27882,Carya cordiformis,bark,bark,of a large tree,bark
baskauf/27897,baskauf_27897.jpg,train,ind-baskauf/27882,Carya cordiformis,bark,bark,of a large tree,bark
baskauf/27889,baskauf_27889.jpg,train,ind-baskauf/27882,Carya cordiformis,leaf,leaf,whole upper surface,leaf
baskauf/27886,baskauf_27886.jpg,train,ind-baskauf/27882,Carya cordiformis,twig,twig,close-up winter leaf scar/bud,twig
baskauf/27882,baskauf_27882.jpg,train,ind-baskauf/27882,Carya cordiformis,twig,twig,close-up winter terminal bud,twig
baskauf/27901,baskauf_27901.jpg,train,ind-baskauf/27882,Carya cordiformis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/27900,baskauf_27900.jpg,train,ind-baskauf/27882,Carya cordiformis,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/51574,baskauf_51574.jpg,train,vanderbilt/7-289,Carya cordiformis,inflorescence,inflorescence,whole - female,inflorescence
baskauf/51575,baskauf_51575.jpg,train,vanderbilt/7-289,Carya cordiformis,inflorescence,inflorescence,whole - female,inflorescence
baskauf/51577,baskauf_51577.jpg,train,vanderbilt/7-289,Carya cordiformis,inflorescence,inflorescence,whole - male,inflorescence
baskauf/51578,baskauf_51578.jpg,train,vanderbilt/7-289,Carya cordiformis,inflorescence,inflorescence,whole - male,inflorescence
baskauf/51572,baskauf_51572.jpg,train,vanderbilt/7-289,Carya cordiformis,inflorescence,inflorescence,whole - unspecified,inflorescence
baskauf/52430,baskauf_52430.jpg,train,vanderbilt/7-289,Carya cordiformis,leaf,leaf,margin of upper + lower surface,leaf
baskauf/90947,baskauf_90947.jpg,train,vanderbilt/7-289,Carya cordiformis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/89367,baskauf_89367.jpg,train,vanderbilt/7-289,Carya cordiformis,whole tree (or vine),whole tree (or vine),winter,whole plant
baskauf/30246,baskauf_30246.jpg,validation,ind-baskauf/30230,Carya cordiformis,fruit,fruit,immature,fruit
baskauf/30241,baskauf_30241.jpg,validation,ind-baskauf/30230,Carya cordiformis,fruit,fruit,lateral or general close-up,fruit
baskauf/30240,baskauf_30240.jpg,validation,ind-baskauf/30230,Carya cordiformis,fruit,fruit,section or open,fruit
baskauf/30252,baskauf_30252.jpg,validation,ind-baskauf/30230,Carya cordiformis,leaf,leaf,whole upper surface,leaf
baskauf/30235,baskauf_30235.jpg,validation,ind-baskauf/30230,Carya cordiformis,twig,twig,orientation of petioles,twig
baskauf/11993,baskauf_11993.jpg,test,ind-baskauf/11993,Carya cordiformis,leaf,leaf,whole upper surface,leaf
baskauf/11995,baskauf_11995.jpg,test,ind-baskauf/11993,Carya cordiformis,twig,twig,close-up winter leaf scar/bud,twig
baskauf/11997,baskauf_11997.jpg,test,ind-baskauf/11993,Carya cordiformis,twig,twig,close-up winter terminal bud,twig
baskauf/11996,baskauf_11996.jpg,test,ind-baskauf/11993,Carya cordiformis,whole tree (or vine),whole tree (or vine),general,whole plant
baskauf/12060,baskauf_12060.jpg,train,ind-baskauf/12060,Carya cordiformis,leaf,leaf,whole upper surface,leaf
baskauf/13650,baskauf_13650.jpg,test,ind-baskauf/13650,Carya ovata,bark,bark,of a large tree,bark
baskauf/13654,baskauf_13654.jpg,test,ind-baskauf/13650,Carya ovata,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/15864,baskauf_15864.jpg,train,ind-baskauf/15864,Carya ovata,bark,bark,of a medium tree or large branch,bark
baskauf/13712,baskauf_13712.jpg,validation,ind-baskauf/13707,Carya ovata,bark,bark,of a small tree or small branch,bark
baskauf/13707,baskauf_13707.jpg,validation,ind-baskauf/13707,Carya ovata,leaf,leaf,showing orientation on twig,leaf
baskauf/13709,baskauf_13709.jpg,validation,ind-baskauf/13707,Carya ovata,leaf,leaf,whole upper surface,leaf
baskauf/15861,baskauf_15861.jpg,train,ind-baskauf/15861,Carya ovata,bark,bark,of a small tree or small branch,bark
baskauf/22885,baskauf_22885.jpg,train,ind-baskauf/22872,Carya ovata,inflorescence,inflorescence,whole - male,inflorescence
baskauf/22873,baskauf_22873.jpg,train,ind-baskauf/22872,Carya ovata,leaf,leaf,whole upper surface,leaf
baskauf/22882,baskauf_22882.jpg,train,ind-baskauf/22872,Carya ovata,twig,twig,winter overall,twig
baskauf/15894,baskauf_15894.jpg,train,ind-baskauf/15894,Carya ovata,fruit,fruit,lateral or general close-up,fruit
baskauf/30195,baskauf_30195.jpg,train,ind-baskauf/30194,Carya ovata,fruit,fruit,section or open,fruit
baskauf/15898,baskauf_15898.jpg,train,ind-baskauf/15898,Carya ovata,leaf,leaf,margin of upper + lower surface,leaf
baskauf/16192,baskauf_16192.jpg,train,ind-baskauf/16192,Carya ovata,leaf,leaf,margin of upper + lower surface,leaf
baskauf/39156,baskauf_39156.jpg,train,ind-baskauf/39155,Carya ovata,twig,twig,unspecified,twig
baskauf/16502,baskauf_16502.jpg,validation,ind-baskauf/16502,Juglans cinerea,bark,bark,of a large tree,bark
baskauf/16509,baskauf_16509.jpg,validation,ind-baskauf/16502,Juglans cinerea,seed,seed,general view,seed
baskauf/16506,baskauf_16506.jpg,validation,ind-baskauf/16502,Juglans cinerea,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/50556,baskauf_50556.jpg,validation,ind-baskauf/16502,Juglans cinerea,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/11812,baskauf_11812.jpg,test,ind-baskauf/11812,Juglans cinerea,bark,bark,of a medium tree or large branch,bark
baskauf/11813,baskauf_11813.jpg,test,ind-baskauf/11812,Juglans cinerea,bark,bark,of a medium tree or large branch,bark
baskauf/11815,baskauf_11815.jpg,test,ind-baskauf/11812,Juglans cinerea,whole tree (or vine),whole tree (or vine),view up trunk,whole plant
baskauf/70795,baskauf_70795.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,lateral or general close-up,fruit
baskauf/70799,baskauf_70799.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,lateral or general close-up,fruit
baskauf/70807,baskauf_70807.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,lateral or general close-up,fruit
baskauf/70808,baskauf_70808.jpg,train,ind-baskauf/70791,Juglans cinerea,fruit,fruit,lateral or general close-up,fruit
