representation,query_image_id,query_species,query_organ,scope,rank,neighbor_image_id,neighbor_species,neighbor_organ,neighbor_split,same_species,same_genus,same_observation,cosine_similarity
bioclip,baskauf/12407,Quercus alba,leaf,cross_observation,10,baskauf/79657,Quercus macrocarpa,leaf,train,False,True,False,0.7463724613189697
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,1,baskauf/12318,Quercus muehlenbergii,whole tree (or vine),train,False,True,False,0.785534679889679
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,2,baskauf/91152,Fraxinus pennsylvanica,whole tree (or vine),train,False,False,False,0.7780384421348572
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,3,baskauf/90817,Quercus rubra,whole tree (or vine),train,False,True,False,0.731656014919281
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,4,ssmv/2-161-04,Quercus alba,whole tree (or vine),train,True,True,False,0.7304801940917969
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,5,baskauf/91065,Nyssa sylvatica,whole tree (or vine),test,False,False,False,0.7172947525978088
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,6,baskauf/91140,Quercus alba,whole tree (or vine),train,True,True,False,0.7153818011283875
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,7,baskauf/91098,Quercus macrocarpa,whole tree (or vine),train,False,True,False,0.7117182016372681
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,8,baskauf/90815,Quercus rubra,whole tree (or vine),train,False,True,False,0.7107494473457336
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,9,kirchoff/em2583,Quercus palustris,whole tree (or vine),train,False,True,False,0.7088920474052429
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),all,10,baskauf/90884,Quercus rubra,whole tree (or vine),train,False,True,False,0.7080802917480469
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,1,baskauf/12318,Quercus muehlenbergii,whole tree (or vine),train,False,True,False,0.785534679889679
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,2,baskauf/91152,Fraxinus pennsylvanica,whole tree (or vine),train,False,False,False,0.7780384421348572
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,3,baskauf/90817,Quercus rubra,whole tree (or vine),train,False,True,False,0.731656014919281
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,4,ssmv/2-161-04,Quercus alba,whole tree (or vine),train,True,True,False,0.7304801940917969
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,5,baskauf/91065,Nyssa sylvatica,whole tree (or vine),test,False,False,False,0.7172947525978088
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,6,baskauf/91140,Quercus alba,whole tree (or vine),train,True,True,False,0.7153818011283875
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,7,baskauf/91098,Quercus macrocarpa,whole tree (or vine),train,False,True,False,0.7117182016372681
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,8,baskauf/90815,Quercus rubra,whole tree (or vine),train,False,True,False,0.7107494473457336
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,9,kirchoff/em2583,Quercus palustris,whole tree (or vine),train,False,True,False,0.7088920474052429
bioclip,baskauf/12409,Quercus alba,whole tree (or vine),cross_observation,10,baskauf/90884,Quercus rubra,whole tree (or vine),train,False,True,False,0.7080802917480469
bioclip,baskauf/12511,Quercus alba,leaf,all,1,kirchoff/em2115,Quercus alba,leaf,validation,True,True,False,0.8285722732543945
bioclip,baskauf/12511,Quercus alba,leaf,all,2,kirchoff/em2101,Quercus alba,leaf,train,True,True,False,0.8198389410972595
bioclip,baskauf/12511,Quercus alba,leaf,all,3,kirchoff/em2110,Quercus alba,leaf,validation,True,True,False,0.8154699206352234
bioclip,baskauf/12511,Quercus alba,leaf,all,4,kirchoff/em2100,Quercus alba,leaf,train,True,True,False,0.8123078346252441
bioclip,baskauf/12511,Quercus alba,leaf,all,5,kirchoff/em2094,Quercus alba,leaf,train,True,True,False,0.8104587197303772
bioclip,baskauf/12511,Quercus alba,leaf,all,6,baskauf/79657,Quercus macrocarpa,leaf,train,False,True,False,0.8074983954429626
bioclip,baskauf/12511,Quercus alba,leaf,all,7,baskauf/12403,Quercus alba,leaf,test,True,True,True,0.8022477626800537
bioclip,baskauf/12511,Quercus alba,leaf,all,8,kirchoff/em2099,Quercus alba,leaf,train,True,True,False,0.8013589382171631
bioclip,baskauf/12511,Quercus alba,leaf,all,9,baskauf/12516,Quercus alba,leaf,test,True,True,True,0.8010281324386597
bioclip,baskauf/12511,Quercus alba,leaf,all,10,kirchoff/em2095,Quercus alba,twig,train,True,True,False,0.7948784232139587
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,1,kirchoff/em2115,Quercus alba,leaf,validation,True,True,False,0.8285722732543945
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,2,kirchoff/em2101,Quercus alba,leaf,train,True,True,False,0.8198389410972595
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,3,kirchoff/em2110,Quercus alba,leaf,validation,True,True,False,0.8154699206352234
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,4,kirchoff/em2100,Quercus alba,leaf,train,True,True,False,0.8123078346252441
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,5,kirchoff/em2094,Quercus alba,leaf,train,True,True,False,0.8104587197303772
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,6,baskauf/79657,Quercus macrocarpa,leaf,train,False,True,False,0.8074983954429626
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,7,kirchoff/em2099,Quercus alba,leaf,train,True,True,False,0.8013589382171631
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,8,kirchoff/em2095,Quercus alba,twig,train,True,True,False,0.7948784232139587
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,9,kirchoff/em2112,Quercus alba,twig,validation,True,True,False,0.784227728843689
bioclip,baskauf/12511,Quercus alba,leaf,cross_observation,10,kirchoff/em2119,Quercus alba,leaf,validation,True,True,False,0.782341718673706
bioclip,baskauf/12516,Quercus alba,leaf,all,1,baskauf/12407,Quercus alba,leaf,test,True,True,True,0.9316113591194153
bioclip,baskauf/12516,Quercus alba,leaf,all,2,baskauf/12403,Quercus alba,leaf,test,True,True,True,0.9202073216438293
bioclip,baskauf/12516,Quercus alba,leaf,all,3,baskauf/10993,Quercus alba,leaf,train,True,True,False,0.9048284292221069
bioclip,baskauf/12516,Quercus alba,leaf,all,4,kirchoff/em2094,Quercus alba,leaf,train,True,True,False,0.8582152724266052
bioclip,baskauf/12516,Quercus alba,leaf,all,5,ssmv/2-161-03,Quercus alba,leaf,train,True,True,False,0.8512460589408875
bioclip,baskauf/12516,Quercus alba,leaf,all,6,baskauf/12405,Quercus alba,fruit,test,True,True,True,0.8490173816680908
bioclip,baskauf/12516,Quercus alba,leaf,all,7,kirchoff/em2095,Quercus alba,twig,train,True,True,False,0.8394249677658081
bioclip,baskauf/12516,Quercus alba,leaf,all,8,kirchoff/em2096,Quercus alba,twig,train,True,True,False,0.83660888671875
bioclip,baskauf/12516,Quercus alba,leaf,all,9,kirchoff/em2101,Quercus alba,leaf,train,True,True,False,0.8361887335777283
bioclip,baskauf/12516,Quercus alba,leaf,all,10,kirchoff/em2110,Quercus alba,leaf,validation,True,True,False,0.8123701810836792
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,1,baskauf/10993,Quercus alba,leaf,train,True,True,False,0.9048284292221069
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,2,kirchoff/em2094,Quercus alba,leaf,train,True,True,False,0.8582152724266052
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,3,ssmv/2-161-03,Quercus alba,leaf,train,True,True,False,0.8512460589408875
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,4,kirchoff/em2095,Quercus alba,twig,train,True,True,False,0.8394249677658081
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,5,kirchoff/em2096,Quercus alba,twig,train,True,True,False,0.83660888671875
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,6,kirchoff/em2101,Quercus alba,leaf,train,True,True,False,0.8361887335777283
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,7,kirchoff/em2110,Quercus alba,leaf,validation,True,True,False,0.8123701810836792
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,8,kirchoff/em2115,Quercus alba,leaf,validation,True,True,False,0.7990455627441406
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,9,kirchoff/em2112,Quercus alba,twig,validation,True,True,False,0.7955746650695801
bioclip,baskauf/12516,Quercus alba,leaf,cross_observation,10,kirchoff/em2100,Quercus alba,leaf,train,True,True,False,0.7802923917770386
bioclip,baskauf/12528,Quercus alba,leaf,all,1,baskauf/12376,Quercus muehlenbergii,leaf,train,False,True,False,0.7627090215682983
bioclip,baskauf/12528,Quercus alba,leaf,all,2,baskauf/12522,Quercus macrocarpa,leaf,train,False,True,False,0.7496338486671448
bioclip,baskauf/12528,Quercus alba,leaf,all,3,baskauf/12393,Quercus muehlenbergii,leaf,train,False,True,False,0.7004201412200928
bioclip,baskauf/12528,Quercus alba,leaf,all,4,baskauf/13151,Quercus rubra,leaf,train,False,True,False,0.6790205836296082
bioclip,baskauf/12528,Quercus alba,leaf,all,5,baskauf/13145,Quercus rubra,leaf,train,False,True,False,0.6466606855392456
bioclip,baskauf/12528,Quercus alba,leaf,all,6,baskauf/12382,Quercus bicolor,leaf,validation,False,True,False,0.6370114088058472
bioclip,baskauf/12528,Quercus alba,leaf,all,7,baskauf/15417,Sassafras albidum,leaf,validation,False,False,False,0.6333674192428589
bioclip,baskauf/12528,Quercus alba,leaf,all,8,baskauf/52747,Lindera benzoin,leaf,validation,False,False,False,0.6092919707298279
bioclip,baskauf/12528,Quercus alba,leaf,all,9,baskauf/12509,Quercus macrocarpa,leaf,train,False,True,False,0.594621479511261
bioclip,baskauf/12528,Quercus alba,leaf,all,10,baskauf/52480,Quercus muehlenbergii,leaf,train,False,True,False,0.592414379119873
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,1,baskauf/12376,Quercus muehlenbergii,leaf,train,False,True,False,0.7627090215682983
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,2,baskauf/12522,Quercus macrocarpa,leaf,train,False,True,False,0.7496338486671448
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,3,baskauf/12393,Quercus muehlenbergii,leaf,train,False,True,False,0.7004201412200928
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,4,baskauf/13151,Quercus rubra,leaf,train,False,True,False,0.6790205836296082
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,5,baskauf/13145,Quercus rubra,leaf,train,False,True,False,0.6466606855392456
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,6,baskauf/12382,Quercus bicolor,leaf,validation,False,True,False,0.6370114088058472
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,7,baskauf/15417,Sassafras albidum,leaf,validation,False,False,False,0.6333674192428589
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,8,baskauf/52747,Lindera benzoin,leaf,validation,False,False,False,0.6092919707298279
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,9,baskauf/12509,Quercus macrocarpa,leaf,train,False,True,False,0.594621479511261
bioclip,baskauf/12528,Quercus alba,leaf,cross_observation,10,baskauf/52480,Quercus muehlenbergii,leaf,train,False,True,False,0.592414379119873
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,1,baskauf/90947,Carya cordiformis,whole tree (or vine),train,False,False,False,0.6394361257553101
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,2,baskauf/90969,Quercus rubra,whole tree (or vine),test,False,False,False,0.6238151788711548
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,3,baskauf/91059,Carpinus caroliniana,whole tree (or vine),test,False,False,False,0.6176944971084595
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,4,baskauf/91091,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6139976978302002
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,5,baskauf/91107,Ulmus americana,whole tree (or vine),train,False,False,False,0.6131950616836548
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,6,baskauf/91083,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6070440411567688
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,7,baskauf/90975,Ulmus americana,whole tree (or vine),train,False,False,False,0.6046083569526672
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,8,baskauf/91105,Quercus rubra,whole tree (or vine),train,False,False,False,0.602869987487793
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,9,baskauf/12465,Fraxinus americana,leaf,train,False,True,False,0.5991865992546082
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),all,10,baskauf/91011,Acer rubrum,whole tree (or vine),test,False,False,False,0.5909692049026489
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,1,baskauf/90947,Carya cordiformis,whole tree (or vine),train,False,False,False,0.6394361257553101
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,2,baskauf/90969,Quercus rubra,whole tree (or vine),test,False,False,False,0.6238151788711548
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,3,baskauf/91059,Carpinus caroliniana,whole tree (or vine),test,False,False,False,0.6176944971084595
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,4,baskauf/91091,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6139976978302002
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,5,baskauf/91107,Ulmus americana,whole tree (or vine),train,False,False,False,0.6131950616836548
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,6,baskauf/91083,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6070440411567688
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,7,baskauf/90975,Ulmus americana,whole tree (or vine),train,False,False,False,0.6046083569526672
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,8,baskauf/91105,Quercus rubra,whole tree (or vine),train,False,False,False,0.602869987487793
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,9,baskauf/12465,Fraxinus americana,leaf,train,False,True,False,0.5991865992546082
bioclip,baskauf/90785a,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,10,baskauf/91011,Acer rubrum,whole tree (or vine),test,False,False,False,0.5909692049026489
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,1,baskauf/13410,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6770410537719727
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,2,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),test,True,True,True,0.6470351219177246
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,3,baskauf/12457,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6322975158691406
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,4,baskauf/90814,Ulmus americana,whole tree (or vine),validation,False,False,False,0.6232618689537048
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,5,baskauf/90798,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6120477318763733
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,6,baskauf/79651,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5961467027664185
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,7,baskauf/90792,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.5906904339790344
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,8,baskauf/12361,Quercus bicolor,whole tree (or vine),validation,False,False,False,0.5758475065231323
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,9,baskauf/79649,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5742617845535278
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),all,10,baskauf/12420,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5702856779098511
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,1,baskauf/13410,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6770410537719727
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,2,baskauf/12457,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6322975158691406
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,3,baskauf/90814,Ulmus americana,whole tree (or vine),validation,False,False,False,0.6232618689537048
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,4,baskauf/90798,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6120477318763733
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,5,baskauf/79651,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5961467027664185
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,6,baskauf/90792,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.5906904339790344
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,7,baskauf/12361,Quercus bicolor,whole tree (or vine),validation,False,False,False,0.5758475065231323
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,8,baskauf/79649,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5742617845535278
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,9,baskauf/12420,Quercus macrocarpa,whole tree (or vine),train,False,False,False,0.5702856779098511
bioclip,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,10,baskauf/12321,Quercus muehlenbergii,whole tree (or vine),train,False,False,False,0.5655834674835205
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,1,baskauf/91091,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6770684719085693
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,2,baskauf/90798,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6615046262741089
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,3,baskauf/54881,Acer negundo,whole tree (or vine),train,False,False,False,0.6574730277061462
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,4,baskauf/90789,Fraxinus pennsylvanica,whole tree (or vine),test,True,True,True,0.6470351219177246
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,5,baskauf/91000,Acer negundo,whole tree,train,False,False,False,0.6384869813919067
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,6,baskauf/91083,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6358288526535034
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,7,baskauf/90792,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6343094706535339
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,8,baskauf/90752,Juglans nigra,whole tree (or vine),train,False,False,False,0.633469820022583
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,9,baskauf/12456,Fraxinus americana,bark,train,False,True,False,0.6241130828857422
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),all,10,ssmv/2-638-02,Fraxinus americana,whole tree (or vine),test,False,True,False,0.6237746477127075
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,1,baskauf/91091,Fraxinus pennsylvanica,whole tree (or vine),train,True,True,False,0.6770684719085693
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,2,baskauf/90798,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6615046262741089
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,3,baskauf/54881,Acer negundo,whole tree (or vine),train,False,False,False,0.6574730277061462
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,4,baskauf/91000,Acer negundo,whole tree,train,False,False,False,0.6384869813919067
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,5,baskauf/91083,Fraxinus americana,whole tree (or vine),train,False,True,False,0.6358288526535034
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,6,baskauf/90792,Fraxinus pennsylvanica,whole tree (or vine),validation,True,True,False,0.6343094706535339
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,7,baskauf/90752,Juglans nigra,whole tree (or vine),train,False,False,False,0.633469820022583
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,8,baskauf/12456,Fraxinus americana,bark,train,False,True,False,0.6241130828857422
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,9,ssmv/2-638-02,Fraxinus americana,whole tree (or vine),test,False,True,False,0.6237746477127075
bioclip,baskauf/90799,Fraxinus pennsylvanica,whole tree (or vine),cross_observation,10,baskauf/54884,Acer negundo,whole tree (or vine),train,False,False,False,0.6222493648529053
dinov3,baskauf/10432,Fagus grandifolia,bark,all,1,baskauf/12801,Fraxinus americana,bark,train,False,False,False,0.7872264981269836
dinov3,baskauf/10432,Fagus grandifolia,bark,all,2,baskauf/11449,Betula alleghaniensis,bark,test,False,False,False,0.7649703025817871
dinov3,baskauf/10432,Fagus grandifolia,bark,all,3,baskauf/11698,Betula lenta,bark,validation,False,False,False,0.762288510799408
dinov3,baskauf/10432,Fagus grandifolia,bark,all,4,baskauf/38148,Betula lenta,bark,train,False,False,False,0.7552497386932373
dinov3,baskauf/10432,Fagus grandifolia,bark,all,5,baskauf/29761,Acer rubrum,bark,train,False,False,False,0.7497209906578064
dinov3,baskauf/10432,Fagus grandifolia,bark,all,6,baskauf/11094,Pinus strobus,bark,train,False,False,False,0.749509334564209
dinov3,baskauf/10432,Fagus grandifolia,bark,all,7,kirchoff/em2192,Fagus grandifolia,bark,train,True,True,False,0.746181845664978
dinov3,baskauf/10432,Fagus grandifolia,bark,all,8,kirchoff/b5060,Carpinus caroliniana,bark,train,False,False,False,0.7461572289466858
dinov3,baskauf/10432,Fagus grandifolia,bark,all,9,baskauf/17339,Rhus glabra,bark,train,False,False,False,0.7438952326774597
dinov3,baskauf/10432,Fagus grandifolia,bark,all,10,baskauf/13588,Salix nigra,bark,train,False,False,False,0.7391619682312012
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,1,baskauf/12801,Fraxinus americana,bark,train,False,False,False,0.7872264981269836
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,2,baskauf/11449,Betula alleghaniensis,bark,test,False,False,False,0.7649703025817871
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,3,baskauf/11698,Betula lenta,bark,validation,False,False,False,0.762288510799408
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,4,baskauf/38148,Betula lenta,bark,train,False,False,False,0.7552497386932373
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,5,baskauf/29761,Acer rubrum,bark,train,False,False,False,0.7497209906578064
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,6,baskauf/11094,Pinus strobus,bark,train,False,False,False,0.749509334564209
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,7,kirchoff/em2192,Fagus grandifolia,bark,train,True,True,False,0.746181845664978
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,8,kirchoff/b5060,Carpinus caroliniana,bark,train,False,False,False,0.7461572289466858
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,9,baskauf/17339,Rhus glabra,bark,train,False,False,False,0.7438952326774597
dinov3,baskauf/10432,Fagus grandifolia,bark,cross_observation,10,baskauf/13588,Salix nigra,bark,train,False,False,False,0.7391619682312012
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,1,baskauf/30724,Castanea dentata,fruit,train,False,False,False,0.6340248584747314
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,2,baskauf/10463,Platanus occidentalis,fruit,train,False,False,False,0.5728563666343689
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,3,baskauf/30723,Castanea dentata,fruit,train,False,False,False,0.5593129396438599
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,4,kirchoff/ac1519,Fagus grandifolia,twig,train,True,True,False,0.5561724901199341
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,5,baskauf/52470,Fagus grandifolia,fruit,train,True,True,False,0.5131169557571411
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,6,baskauf/52471,Fagus grandifolia,fruit,train,True,True,False,0.4974747896194458
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,7,kirchoff/ac1518,Fagus grandifolia,fruit,train,True,True,False,0.4563066065311432
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,8,baskauf/30240,Carya cordiformis,fruit,validation,False,False,False,0.4293455481529236
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,9,kirchoff/em2061,Fagus grandifolia,fruit,train,True,True,False,0.4256705641746521
dinov3,baskauf/10550,Fagus grandifolia,fruit,all,10,baskauf/10380,Ulmus americana,fruit,train,False,False,False,0.4251108765602112
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,1,baskauf/30724,Castanea dentata,fruit,train,False,False,False,0.6340248584747314
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,2,baskauf/10463,Platanus occidentalis,fruit,train,False,False,False,0.5728563666343689
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,3,baskauf/30723,Castanea dentata,fruit,train,False,False,False,0.5593129396438599
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,4,kirchoff/ac1519,Fagus grandifolia,twig,train,True,True,False,0.5561724901199341
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,5,baskauf/52470,Fagus grandifolia,fruit,train,True,True,False,0.5131169557571411
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,6,baskauf/52471,Fagus grandifolia,fruit,train,True,True,False,0.4974747896194458
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,7,kirchoff/ac1518,Fagus grandifolia,fruit,train,True,True,False,0.4563066065311432
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,8,baskauf/30240,Carya cordiformis,fruit,validation,False,False,False,0.4293455481529236
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,9,kirchoff/em2061,Fagus grandifolia,fruit,train,True,True,False,0.4256705641746521
dinov3,baskauf/10550,Fagus grandifolia,fruit,cross_observation,10,baskauf/10380,Ulmus americana,fruit,train,False,False,False,0.4251108765602112
dinov3,baskauf/29683,Fagus grandifolia,leaf,all,1,kirchoff/em2003,Fagus grandifolia,leaf,train,True,True,False,0.7211976647377014
dinov3,baskauf/29683,Fagus grandifolia,leaf,all,2,kirchoff/em2198,Fagus grandifolia,leaf,train,True,True,False,0.7154345512390137
