representation,k,cluster_id,size_all,size_test,species_count,dominant_species,dominant_species_count,species_purity,species_distribution,organ_count,dominant_organ,dominant_organ_count,organ_purity,organ_distribution,bioclip_correct,bioclip_accuracy,bioclip_error_rate,dinov3_correct,dinov3_accuracy,dinov3_error_rate,gpt_5_4_correct,gpt_5_4_accuracy,gpt_5_4_error_rate,gemini_flash_lite_correct,gemini_flash_lite_accuracy,gemini_flash_lite_error_rate,bioclip_error_count,bioclip_error_enrichment,bioclip_error_p,all_four_wrong_count,all_four_wrong_rate,all_four_wrong_enrichment,all_four_wrong_p,bioclip_error_q,all_four_wrong_q,fdr_error_enriched,descriptive_error_enriched
bioclip,50,48,14,1,1,Cornus amomum,14,1.0,"{""Cornus amomum"": 14}",5,twig,5,0.35714285714285715,"{""twig"": 5, ""inflorescence"": 3, ""leaf"": 3, ""whole tree (or vine)"": 2, ""fruit"": 1}",1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,49,28,4,7,Ginkgo biloba,18,0.6428571428571429,"{""Ginkgo biloba"": 18, ""Dirca palustris"": 5, ""Nyssa sylvatica"": 1, ""Gymnocladus dioicus"": 1, ""Robinia pseudoacacia"": 1, ""Populus tremuloides"": 1, ""Celtis occidentalis"": 1}",5,leaf,10,0.35714285714285715,"{""leaf"": 10, ""cone"": 10, ""twig"": 5, ""fruit"": 2, ""inflorescence"": 1}",4,1.0,0.0,4,1.0,0.0,4,1.0,0.0,4,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,10,0,180,42,33,Pyrus calleryana,13,0.07222222222222222,"{""Pyrus calleryana"": 13, ""Aesculus glabra"": 12, ""Nyssa sylvatica"": 11, ""Cephalanthus occidentalis"": 10, ""Toxicodendron radicans"": 10, ""Gymnocladus dioicus"": 10, ""Amelanchier arborea"": 9, ""Sassafras albidum"": 9, ""Sambucus racemosa"": 8, ""Cornus amomum"": 8, ""Sambucus nigra"": 8, ""Sorbus americana"": 7, ""Gleditsia triacanthos"": 7, ""Lonicera morrowii"": 6, ""Viburnum lantanoides"": 5, ""Cornus florida"": 5, ""Prunus serotina"": 5, ""Robinia pseudoacacia"": 4, ""Yucca filamentosa"": 4, ""Ilex verticillata"": 4, ""Rhus copallinum"": 4, ""Tilia americana"": 3, ""Lindera benzoin"": 3, ""Acer rubrum"": 2, ""Carya cordiformis"": 2, ""Fagus grandifolia"": 2, ""Rhus aromatica"": 2, ""Celtis occidentalis"": 2, ""Ginkgo biloba"": 1, ""Castanea dentata"": 1, ""Rhus glabra"": 1, ""Zanthoxylum americanum"": 1, ""Ailanthus altissima"": 1}",6,inflorescence,131,0.7277777777777777,"{""inflorescence"": 131, ""fruit"": 39, ""twig"": 7, ""leaf"": 1, ""cone"": 1, ""whole tree (or vine)"": 1}",40,0.9523809523809523,0.047619047619047616,28,0.6666666666666666,0.33333333333333337,18,0.42857142857142855,0.5714285714285714,20,0.47619047619047616,0.5238095238095238,2,0.3349206349206349,0.9927700374144852,1,0.023809523809523808,0.29551820728291317,0.9806207249869465,1.0,1.0,False,False
dinov3,10,1,160,12,46,Sassafras albidum,11,0.06875,"{""Sassafras albidum"": 11, ""Dirca palustris"": 9, ""Quercus bicolor"": 9, ""Quercus alba"": 8, ""Cephalanthus occidentalis"": 7, ""Cercis canadensis"": 7, ""Ilex verticillata"": 6, ""Nyssa sylvatica"": 6, ""Lindera benzoin"": 6, ""Pyrus calleryana"": 6, ""Platanus occidentalis"": 6, ""Populus tremuloides"": 5, ""Lonicera morrowii"": 4, ""Fraxinus quadrangulata"": 4, ""Quercus muehlenbergii"": 4, ""Populus deltoides"": 3, ""Quercus macrocarpa"": 3, ""Carya ovata"": 3, ""Carya cordiformis"": 3, ""Acer rubrum"": 3, ""Acer saccharum"": 3, ""Zanthoxylum americanum"": 3, ""Tilia americana"": 3, ""Rhus copallinum"": 3, ""Cornus florida"": 3, ""Celtis occidentalis"": 2, ""Ailanthus altissima"": 2, ""Fraxinus americana"": 2, ""Fraxinus pennsylvanica"": 2, ""Acer negundo"": 2, ""Quercus palustris"": 2, ""Juglans nigra"": 2, ""Quercus rubra"": 2, ""Cornus amomum"": 2, ""Toxicodendron radicans"": 2, ""Rhus aromatica"": 2, ""Fagus grandifolia"": 1, ""Prunus serotina"": 1, ""Castanea dentata"": 1, ""Robinia pseudoacacia"": 1, ""Viburnum lantanoides"": 1, ""Sambucus racemosa"": 1, ""Salix nigra"": 1, ""Sambucus nigra"": 1, ""Betula alleghaniensis"": 1, ""Ulmus rubra"": 1}",5,leaf,87,0.54375,"{""leaf"": 87, ""twig"": 46, ""fruit"": 23, ""inflorescence"": 3, ""unspecified"": 1}",9,0.75,0.25,6,0.5,0.5,4,0.3333333333333333,0.6666666666666667,3,0.25,0.75,3,1.7583333333333333,0.23392043054824627,1,0.08333333333333333,1.034313725490196,0.6453045190462696,0.7797347684941541,1.0,False,True
dinov3,10,2,209,27,46,Ginkgo biloba,15,0.07177033492822966,"{""Ginkgo biloba"": 15, ""Carpinus caroliniana"": 14, ""Cercis canadensis"": 11, ""Pinus strobus"": 10, ""Populus deltoides"": 10, ""Acer saccharum"": 9, ""Fraxinus pennsylvanica"": 8, ""Ulmus americana"": 8, ""Fagus grandifolia"": 8, ""Tsuga canadensis"": 7, ""Juniperus virginiana"": 7, ""Cornus florida"": 7, ""Ostrya virginiana"": 6, ""Zanthoxylum americanum"": 6, ""Salix nigra"": 6, ""Picea rubens"": 6, ""Quercus palustris"": 5, ""Acer negundo"": 5, ""Acer rubrum"": 5, ""Quercus bicolor"": 4, ""Fraxinus americana"": 4, ""Yucca filamentosa"": 4, ""Platanus occidentalis"": 3, ""Carya cordiformis"": 3, ""Quercus rubra"": 3, ""Ulmus rubra"": 3, ""Quercus macrocarpa"": 3, ""Quercus alba"": 3, ""Quercus muehlenbergii"": 3, ""Betula alleghaniensis"": 2, ""Lindera benzoin"": 2, ""Fraxinus quadrangulata"": 2, ""Robinia pseudoacacia"": 2, ""Ailanthus altissima"": 2, ""Rhus glabra"": 2, ""Rhus aromatica"": 1, ""Dirca palustris"": 1, ""Rhus copallinum"": 1, ""Aesculus glabra"": 1, ""Sorbus americana"": 1, ""Prunus serotina"": 1, ""Amelanchier arborea"": 1, ""Gleditsia triacanthos"": 1, ""Castanea dentata"": 1, ""Carya ovata"": 1, ""Nyssa sylvatica"": 1}",6,inflorescence,103,0.49282296650717705,"{""inflorescence"": 103, ""fruit"": 55, ""cone"": 26, ""leaf"": 13, ""twig"": 11, ""whole tree (or vine)"": 1}",25,0.9259259259259259,0.07407407407407407,20,0.7407407407407407,0.2592592592592593,14,0.5185185185185185,0.4814814814814815,15,0.5555555555555556,0.4444444444444444,2,0.5209876543209876,0.9268785580324933,1,0.037037037037037035,0.45969498910675377,0.9117790740236134,1.0,1.0,False,False
dinov3,10,3,169,19,34,Fagus grandifolia,19,0.11242603550295859,"{""Fagus grandifolia"": 19, ""Carpinus caroliniana"": 15, ""Acer negundo"": 12, ""Ulmus americana"": 11, ""Toxicodendron radicans"": 11, ""Cornus florida"": 10, ""Tilia americana"": 7, ""Aesculus glabra"": 7, ""Ostrya virginiana"": 7, ""Betula alleghaniensis"": 6, ""Pyrus calleryana"": 5, ""Ulmus rubra"": 5, ""Viburnum lantanoides"": 5, ""Fraxinus quadrangulata"": 4, ""Rhus aromatica"": 4, ""Betula lenta"": 4, ""Cephalanthus occidentalis"": 4, ""Lindera benzoin"": 3, ""Prunus serotina"": 3, ""Amelanchier arborea"": 3, ""Nyssa sylvatica"": 3, ""Carya ovata"": 3, ""Carya cordiformis"": 3, ""Juglans nigra"": 2, ""Ilex verticillata"": 2, ""Rhus glabra"": 2, ""Castanea dentata"": 2, ""Fraxinus pennsylvanica"": 1, ""Gymnocladus dioicus"": 1, ""Juglans cinerea"": 1, ""Acer rubrum"": 1, ""Zanthoxylum americanum"": 1, ""Dirca palustris"": 1, ""Celtis occidentalis"": 1}",5,leaf,127,0.7514792899408284,"{""leaf"": 127, ""fruit"": 15, ""twig"": 13, ""whole tree (or vine)"": 8, ""inflorescence"": 6}",19,1.0,0.0,14,0.7368421052631579,0.26315789473684215,5,0.2631578947368421,0.736842105263158,10,0.5263157894736842,0.4736842105263158,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,10,4,171,14,56,Juglans cinerea,8,0.04678362573099415,"{""Juglans cinerea"": 8, ""Robinia pseudoacacia"": 8, ""Cercis canadensis"": 8, ""Platanus occidentalis"": 7, ""Acer rubrum"": 7, ""Populus tremuloides"": 6, ""Gleditsia triacanthos"": 6, ""Acer saccharum"": 5, ""Sassafras albidum"": 5, ""Quercus rubra"": 4, ""Juniperus virginiana"": 4, ""Tsuga canadensis"": 4, ""Pinus strobus"": 4, ""Quercus palustris"": 4, ""Ulmus rubra"": 4, ""Lonicera morrowii"": 4, ""Acer negundo"": 3, ""Rhus aromatica"": 3, ""Celtis occidentalis"": 3, ""Tilia americana"": 3, ""Dirca palustris"": 3, ""Castanea dentata"": 3, ""Fagus grandifolia"": 3, ""Salix nigra"": 3, ""Yucca filamentosa"": 3, ""Fraxinus americana"": 3, ""Carpinus caroliniana"": 3, ""Betula lenta"": 3, ""Pyrus calleryana"": 2, ""Amelanchier arborea"": 2, ""Prunus serotina"": 2, ""Populus deltoides"": 2, ""Sorbus americana"": 2, ""Zanthoxylum americanum"": 2, ""Toxicodendron radicans"": 2, ""Ulmus americana"": 2, ""Rhus copallinum"": 2, ""Cornus amomum"": 2, ""Quercus muehlenbergii"": 2, ""Cornus florida"": 2, ""Ilex verticillata"": 2, ""Lindera benzoin"": 2, ""Nyssa sylvatica"": 2, ""Sambucus racemosa"": 2, ""Carya cordiformis"": 2, ""Fraxinus quadrangulata"": 2, ""Quercus alba"": 2, ""Ailanthus altissima"": 1, ""Sambucus nigra"": 1, ""Ostrya virginiana"": 1, ""Picea rubens"": 1, ""Quercus bicolor"": 1, ""Cephalanthus occidentalis"": 1, ""Betula alleghaniensis"": 1, ""Juglans nigra"": 1, ""Fraxinus pennsylvanica"": 1}",9,whole tree (or vine),127,0.7426900584795322,"{""whole tree (or vine)"": 127, ""bark"": 10, ""whole tree"": 10, ""leaf"": 8, ""fruit"": 7, ""inflorescence"": 5, ""cone"": 2, ""whole plant"": 1, ""unspecified"": 1}",12,0.8571428571428571,0.14285714285714285,8,0.5714285714285714,0.4285714285714286,6,0.42857142857142855,0.5714285714285714,7,0.5,0.5,2,1.0047619047619047,0.6206358702556751,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,10,5,184,21,50,Quercus palustris,21,0.11413043478260869,"{""Quercus palustris"": 21, ""Juglans cinerea"": 20, ""Pyrus calleryana"": 14, ""Juglans nigra"": 8, ""Gymnocladus dioicus"": 8, ""Carya cordiformis"": 6, ""Platanus occidentalis"": 6, ""Tilia americana"": 6, ""Gleditsia triacanthos"": 6, ""Yucca filamentosa"": 5, ""Ailanthus altissima"": 5, ""Fagus grandifolia"": 5, ""Acer saccharum"": 4, ""Pinus strobus"": 4, ""Ginkgo biloba"": 4, ""Prunus serotina"": 3, ""Quercus alba"": 3, ""Castanea dentata"": 3, ""Robinia pseudoacacia"": 3, ""Nyssa sylvatica"": 3, ""Cornus amomum"": 3, ""Carya ovata"": 3, ""Quercus rubra"": 2, ""Aesculus glabra"": 2, ""Fraxinus pennsylvanica"": 2, ""Amelanchier arborea"": 2, ""Zanthoxylum americanum"": 2, ""Populus deltoides"": 2, ""Cornus florida"": 2, ""Viburnum lantanoides"": 2, ""Dirca palustris"": 2, ""Betula lenta"": 2, ""Ilex verticillata"": 2, ""Rhus glabra"": 2, ""Rhus aromatica"": 2, ""Cephalanthus occidentalis"": 1, ""Celtis occidentalis"": 1, ""Ulmus americana"": 1, ""Acer negundo"": 1, ""Quercus muehlenbergii"": 1, ""Lindera benzoin"": 1, ""Quercus bicolor"": 1, ""Cercis canadensis"": 1, ""Juniperus virginiana"": 1, ""Sambucus racemosa"": 1, ""Ostrya virginiana"": 1, ""Carpinus caroliniana"": 1, ""Toxicodendron radicans"": 1, ""Rhus copallinum"": 1, ""Ulmus rubra"": 1}",7,twig,96,0.5217391304347826,"{""twig"": 96, ""fruit"": 50, ""seed"": 12, ""bark"": 11, ""leaf"": 10, ""cone"": 4, ""stem"": 1}",17,0.8095238095238095,0.19047619047619047,10,0.47619047619047616,0.5238095238095238,5,0.23809523809523808,0.7619047619047619,3,0.14285714285714285,0.8571428571428572,4,1.3396825396825396,0.346698634475432,3,0.14285714285714285,1.773109243697479,0.23106468341433462,0.8667465861885799,0.7702156113811154,False,False
dinov3,10,6,156,21,56,Quercus palustris,12,0.07692307692307693,"{""Quercus palustris"": 12, ""Quercus alba"": 9, ""Carpinus caroliniana"": 7, ""Quercus rubra"": 6, ""Gymnocladus dioicus"": 5, ""Quercus bicolor"": 5, ""Carya ovata"": 5, ""Sassafras albidum"": 4, ""Fagus grandifolia"": 4, ""Fraxinus americana"": 4, ""Pinus strobus"": 4, ""Betula alleghaniensis"": 4, ""Prunus serotina"": 4, ""Salix nigra"": 4, ""Celtis occidentalis"": 4, ""Robinia pseudoacacia"": 4, ""Fraxinus pennsylvanica"": 3, ""Juglans cinerea"": 3, ""Ginkgo biloba"": 3, ""Pyrus calleryana"": 3, ""Quercus macrocarpa"": 3, ""Dirca palustris"": 3, ""Acer negundo"": 3, ""Gleditsia triacanthos"": 3, ""Betula lenta"": 3, ""Ulmus americana"": 3, ""Quercus muehlenbergii"": 2, ""Juglans nigra"": 2, ""Acer saccharum"": 2, ""Cephalanthus occidentalis"": 2, ""Amelanchier arborea"": 2, ""Tsuga canadensis"": 2, ""Nyssa sylvatica"": 2, ""Juniperus virginiana"": 2, ""Acer rubrum"": 2, ""Carya cordiformis"": 2, ""Cornus florida"": 2, ""Viburnum lantanoides"": 1, ""Toxicodendron radicans"": 1, ""Rhus copallinum"": 1, ""Ailanthus altissima"": 1, ""Rhus glabra"": 1, ""Populus tremuloides"": 1, ""Populus deltoides"": 1, ""Sorbus americana"": 1, ""Ilex verticillata"": 1, ""Lindera benzoin"": 1, ""Aesculus glabra"": 1, ""Platanus occidentalis"": 1, ""Cornus amomum"": 1, ""Picea rubens"": 1, ""Cercis canadensis"": 1, ""Ostrya virginiana"": 1, ""Lonicera morrowii"": 1, ""Sambucus nigra"": 1, ""Fraxinus quadrangulata"": 1}",4,bark,147,0.9423076923076923,"{""bark"": 147, ""whole tree (or vine)"": 7, ""leaf"": 1, ""twig"": 1}",16,0.7619047619047619,0.23809523809523808,4,0.19047619047619047,0.8095238095238095,5,0.23809523809523808,0.7619047619047619,7,0.3333333333333333,0.6666666666666667,5,1.6746031746031746,0.15792063367004242,3,0.14285714285714285,1.773109243697479,0.23106468341433462,0.7797347684941541,0.7702156113811154,False,True
dinov3,10,7,155,26,32,Fraxinus americana,14,0.09032258064516129,"{""Fraxinus americana"": 14, ""Quercus palustris"": 12, ""Quercus rubra"": 12, ""Quercus alba"": 11, ""Ulmus americana"": 11, ""Juglans nigra"": 9, ""Platanus occidentalis"": 8, ""Fraxinus pennsylvanica"": 8, ""Quercus macrocarpa"": 8, ""Acer saccharum"": 7, ""Quercus muehlenbergii"": 5, ""Ginkgo biloba"": 4, ""Celtis occidentalis"": 4, ""Ailanthus altissima"": 4, ""Nyssa sylvatica"": 4, ""Acer negundo"": 4, ""Fagus grandifolia"": 4, ""Acer rubrum"": 3, ""Carya cordiformis"": 3, ""Quercus bicolor"": 2, ""Ostrya virginiana"": 2, ""Gymnocladus dioicus"": 2, ""Tsuga canadensis"": 2, ""Tilia americana"": 2, ""Juniperus virginiana"": 2, ""Cornus florida"": 2, ""Carpinus caroliniana"": 1, ""Aesculus glabra"": 1, ""Sassafras albidum"": 1, ""Gleditsia triacanthos"": 1, ""Populus deltoides"": 1, ""Cercis canadensis"": 1}",4,whole tree (or vine),144,0.9290322580645162,"{""whole tree (or vine)"": 144, ""whole tree"": 8, ""bark"": 2, ""leaf"": 1}",15,0.5769230769230769,0.4230769230769231,9,0.34615384615384615,0.6538461538461539,8,0.3076923076923077,0.6923076923076923,9,0.34615384615384615,0.6538461538461539,11,2.9756410256410257,0.00014575333361379117,8,0.3076923076923077,3.819004524886878,0.0002107583168917377,0.0014575333361379118,0.002107583168917377,True,True
dinov3,10,8,123,17,9,Quercus palustris,58,0.4715447154471545,"{""Quercus palustris"": 58, ""Quercus rubra"": 24, ""Quercus alba"": 18, ""Quercus bicolor"": 9, ""Quercus macrocarpa"": 5, ""Quercus muehlenbergii"": 3, ""Platanus occidentalis"": 3, ""Acer saccharum"": 2, ""Acer rubrum"": 1}",3,leaf,109,0.8861788617886179,"{""leaf"": 109, ""twig"": 13, ""fruit"": 1}",17,1.0,0.0,13,0.7647058823529411,0.23529411764705888,13,0.7647058823529411,0.23529411764705888,4,0.23529411764705882,0.7647058823529411,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,10,9,134,12,19,Gleditsia triacanthos,31,0.23134328358208955,"{""Gleditsia triacanthos"": 31, ""Robinia pseudoacacia"": 13, ""Rhus copallinum"": 12, ""Ailanthus altissima"": 12, ""Rhus glabra"": 11, ""Juglans nigra"": 11, ""Sorbus americana"": 8, ""Sambucus racemosa"": 7, ""Gymnocladus dioicus"": 7, ""Salix nigra"": 5, ""Fraxinus americana"": 5, ""Fraxinus pennsylvanica"": 3, ""Zanthoxylum americanum"": 2, ""Fraxinus quadrangulata"": 2, ""Juglans cinerea"": 1, ""Carya cordiformis"": 1, ""Aesculus glabra"": 1, ""Sambucus nigra"": 1, ""Ulmus rubra"": 1}",6,leaf,59,0.44029850746268656,"{""leaf"": 59, ""inflorescence"": 29, ""fruit"": 19, ""twig"": 14, ""whole tree (or vine)"": 12, ""bark"": 1}",11,0.9166666666666666,0.08333333333333333,7,0.5833333333333334,0.41666666666666663,5,0.4166666666666667,0.5833333333333333,7,0.5833333333333334,0.41666666666666663,1,0.5861111111111111,0.8495782973052179,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,20,0,33,2,5,Pinus strobus,11,0.3333333333333333,"{""Pinus strobus"": 11, ""Juniperus virginiana"": 8, ""Tsuga canadensis"": 7, ""Picea rubens"": 6, ""Yucca filamentosa"": 1}",3,cone,20,0.6060606060606061,"{""cone"": 20, ""leaf"": 9, ""twig"": 4}",2,1.0,0.0,2,1.0,0.0,1,0.5,0.5,1,0.5,0.5,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,20,1,79,10,42,Carya cordiformis,6,0.0759493670886076,"{""Carya cordiformis"": 6, ""Quercus alba"": 4, ""Populus tremuloides"": 4, ""Cephalanthus occidentalis"": 4, ""Quercus palustris"": 3, ""Dirca palustris"": 3, ""Ilex verticillata"": 3, ""Platanus occidentalis"": 3, ""Fraxinus quadrangulata"": 3, ""Nyssa sylvatica"": 3, ""Aesculus glabra"": 3, ""Ginkgo biloba"": 3, ""Populus deltoides"": 2, ""Acer rubrum"": 2, ""Quercus bicolor"": 2, ""Tilia americana"": 2, ""Robinia pseudoacacia"": 2, ""Rhus copallinum"": 2, ""Carpinus caroliniana"": 2, ""Fagus grandifolia"": 1, ""Fraxinus pennsylvanica"": 1, ""Acer saccharum"": 1, ""Salix nigra"": 1, ""Betula alleghaniensis"": 1, ""Zanthoxylum americanum"": 1, ""Sorbus americana"": 1, ""Pyrus calleryana"": 1, ""Lonicera morrowii"": 1, ""Sambucus nigra"": 1, ""Fraxinus americana"": 1, ""Castanea dentata"": 1, ""Sassafras albidum"": 1, ""Juglans nigra"": 1, ""Carya ovata"": 1, ""Viburnum lantanoides"": 1, ""Cercis canadensis"": 1, ""Gleditsia triacanthos"": 1, ""Quercus rubra"": 1, ""Gymnocladus dioicus"": 1, ""Quercus muehlenbergii"": 1, ""Quercus macrocarpa"": 1, ""Acer negundo"": 1}",5,twig,70,0.8860759493670886,"{""twig"": 70, ""leaf"": 4, ""inflorescence"": 3, ""cone"": 1, ""bark"": 1}",8,0.8,0.2,5,0.5,0.5,2,0.2,0.8,2,0.2,0.8,2,1.4066666666666667,0.4291722554995815,1,0.1,1.2411764705882353,0.5765396075570217,1.0,1.0,False,False
dinov3,20,2,59,9,31,Quercus palustris,5,0.0847457627118644,"{""Quercus palustris"": 5, ""Robinia pseudoacacia"": 4, ""Juglans cinerea"": 4, ""Quercus rubra"": 3, ""Celtis occidentalis"": 3, ""Tilia americana"": 3, ""Castanea dentata"": 3, ""Quercus alba"": 3, ""Quercus macrocarpa"": 2, ""Tsuga canadensis"": 2, ""Prunus serotina"": 2, ""Populus deltoides"": 2, ""Acer saccharum"": 2, ""Fraxinus pennsylvanica"": 2, ""Quercus muehlenbergii"": 2, ""Betula lenta"": 2, ""Populus tremuloides"": 1, ""Fraxinus quadrangulata"": 1, ""Salix nigra"": 1, ""Ulmus americana"": 1, ""Acer negundo"": 1, ""Carya cordiformis"": 1, ""Fraxinus americana"": 1, ""Sassafras albidum"": 1, ""Carya ovata"": 1, ""Ginkgo biloba"": 1, ""Quercus bicolor"": 1, ""Gymnocladus dioicus"": 1, ""Gleditsia triacanthos"": 1, ""Toxicodendron radicans"": 1, ""Ulmus rubra"": 1}",4,whole tree (or vine),43,0.7288135593220338,"{""whole tree (or vine)"": 43, ""bark"": 11, ""leaf"": 3, ""whole tree"": 2}",8,0.8888888888888888,0.1111111111111111,3,0.3333333333333333,0.6666666666666667,2,0.2222222222222222,0.7777777777777778,2,0.2222222222222222,0.7777777777777778,1,0.7814814814814814,0.7557050754468548,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,20,3,140,25,31,Fraxinus americana,13,0.09285714285714286,"{""Fraxinus americana"": 13, ""Quercus palustris"": 12, ""Quercus rubra"": 11, ""Ulmus americana"": 11, ""Quercus alba"": 9, ""Platanus occidentalis"": 8, ""Fraxinus pennsylvanica"": 8, ""Juglans nigra"": 8, ""Quercus macrocarpa"": 6, ""Acer saccharum"": 5, ""Quercus muehlenbergii"": 5, ""Ginkgo biloba"": 4, ""Celtis occidentalis"": 4, ""Acer negundo"": 4, ""Fagus grandifolia"": 4, ""Acer rubrum"": 3, ""Nyssa sylvatica"": 3, ""Carya cordiformis"": 3, ""Quercus bicolor"": 2, ""Tilia americana"": 2, ""Ailanthus altissima"": 2, ""Gymnocladus dioicus"": 2, ""Cornus florida"": 2, ""Ostrya virginiana"": 2, ""Sassafras albidum"": 1, ""Gleditsia triacanthos"": 1, ""Tsuga canadensis"": 1, ""Juniperus virginiana"": 1, ""Populus deltoides"": 1, ""Aesculus glabra"": 1, ""Carpinus caroliniana"": 1}",3,whole tree (or vine),132,0.9428571428571428,"{""whole tree (or vine)"": 132, ""whole tree"": 6, ""bark"": 2}",14,0.56,0.44,8,0.32,0.6799999999999999,7,0.28,0.72,8,0.32,0.6799999999999999,11,3.094666666666667,9.260681381722172e-05,8,0.32,3.971764705882353,0.00015233214773465177,0.0018521362763444342,0.0030466429546930356,True,True
dinov3,20,4,81,10,32,Quercus palustris,11,0.13580246913580246,"{""Quercus palustris"": 11, ""Quercus alba"": 8, ""Quercus bicolor"": 5, ""Quercus rubra"": 5, ""Sassafras albidum"": 4, ""Fraxinus americana"": 3, ""Gymnocladus dioicus"": 3, ""Robinia pseudoacacia"": 3, ""Salix nigra"": 3, ""Acer saccharum"": 2, ""Ginkgo biloba"": 2, ""Prunus serotina"": 2, ""Pyrus calleryana"": 2, ""Juglans cinerea"": 2, ""Carya ovata"": 2, ""Quercus muehlenbergii"": 2, ""Pinus strobus"": 2, ""Quercus macrocarpa"": 2, ""Gleditsia triacanthos"": 2, ""Juniperus virginiana"": 2, ""Nyssa sylvatica"": 2, ""Celtis occidentalis"": 2, ""Ailanthus altissima"": 1, ""Tsuga canadensis"": 1, ""Aesculus glabra"": 1, ""Fraxinus quadrangulata"": 1, ""Fraxinus pennsylvanica"": 1, ""Juglans nigra"": 1, ""Carpinus caroliniana"": 1, ""Cercis canadensis"": 1, ""Cornus florida"": 1, ""Ulmus americana"": 1}",1,bark,81,1.0,"{""bark"": 81}",7,0.7,0.3,3,0.3,0.7,1,0.1,0.9,3,0.3,0.7,3,2.11,0.155488678087127,2,0.2,2.4823529411764707,0.18741384152833918,1.0,1.0,False,True
dinov3,20,5,83,18,28,Sassafras albidum,9,0.10843373493975904,"{""Sassafras albidum"": 9, ""Gymnocladus dioicus"": 8, ""Acer saccharum"": 7, ""Fraxinus pennsylvanica"": 6, ""Lindera benzoin"": 5, ""Amelanchier arborea"": 5, ""Zanthoxylum americanum"": 4, ""Acer rubrum"": 4, ""Acer negundo"": 3, ""Yucca filamentosa"": 3, ""Pyrus calleryana"": 3, ""Fagus grandifolia"": 3, ""Ginkgo biloba"": 3, ""Ulmus americana"": 2, ""Celtis occidentalis"": 2, ""Aesculus glabra"": 2, ""Gleditsia triacanthos"": 2, ""Carpinus caroliniana"": 2, ""Carya cordiformis"": 1, ""Quercus palustris"": 1, ""Fraxinus americana"": 1, ""Robinia pseudoacacia"": 1, ""Platanus occidentalis"": 1, ""Nyssa sylvatica"": 1, ""Cornus florida"": 1, ""Dirca palustris"": 1, ""Ostrya virginiana"": 1, ""Ulmus rubra"": 1}",5,inflorescence,61,0.7349397590361446,"{""inflorescence"": 61, ""fruit"": 14, ""twig"": 5, ""cone"": 2, ""whole tree (or vine)"": 1}",18,1.0,0.0,7,0.3888888888888889,0.6111111111111112,4,0.2222222222222222,0.7777777777777778,6,0.3333333333333333,0.6666666666666667,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
dinov3,20,6,91,7,18,Fagus grandifolia,18,0.1978021978021978,"{""Fagus grandifolia"": 18, ""Carpinus caroliniana"": 14, ""Ulmus americana"": 10, ""Ostrya virginiana"": 7, ""Ulmus rubra"": 6, ""Betula alleghaniensis"": 6, ""Tilia americana"": 6, ""Pyrus calleryana"": 5, ""Betula lenta"": 4, ""Viburnum lantanoides"": 3, ""Populus deltoides"": 2, ""Quercus bicolor"": 2, ""Amelanchier arborea"": 2, ""Nyssa sylvatica"": 2, ""Prunus serotina"": 1, ""Toxicodendron radicans"": 1, ""Celtis occidentalis"": 1, ""Acer rubrum"": 1}",4,leaf,71,0.7802197802197802,"{""leaf"": 71, ""twig"": 10, ""fruit"": 5, ""inflorescence"": 5}",7,1.0,0.0,4,0.5714285714285714,0.4285714285714286,0,0.0,1.0,4,0.5714285714285714,0.4285714285714286,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
